serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
136	4e7b8c8bec309e5d76000023	petition	"Restore humane horse slaughter to improve horse welfare, stop needless & wasteful suffering & create jobs."	"The GAO report ""HORSE WELFARE: Action Needed to Address Unintended Consequences from Cessation of Domestic Slaughter"" documents the decline in horse welfare, & the economic demise of the horse industry due to inappropriate federal intervention that closed the humane & regulated horse slaughter plants in the U.S. As pointed out by the GAO, & as testified to by practically every horse industry & Ag organization in the Nation, appropriation riders & bills that seek to eliminate any possibility of humanely processing horses offer zero solutions & only exacerbate the suffering of horses, increase the number of needless & wasteful deaths, cause more abandonment, neglect, pain, & misery--they deprive families of livelihoods & the ability to raise their kids with the joy of horses in their lives."	5000	5531	0	https://petitions.whitehouse.gov/petition/restore-humane-horse-slaughter-improve-horse-welfare-stop-needless-wasteful-suffering	30	Reviewed	1316720990	507	246	99	95	107	155	72	62	115	102	206	127	96	102	157	82	73	195	214	102	301	206	105	96	131	192	527	631	146	68	36	16	16	15	18	5	7	5	9	9	11	1	8	2	1	6	6	8	9	3	0	2	1	1	3	3	2	4	1	3	4	5528
141	4e7b8c8fec309e933200000c	petition	Please Hold Ethiopia Accountable for Using America's Aid Money as a Weapon of War and Stop the Genocide in the Ogaden.	"We understand that the United States has a valuable strategic relationship with the government of Ethiopia. However, we believe it is of fundamental importance to ensure that in our relationships with all government on the African continent and around the world, the United States demonstrate a steadfast commitment to human rights, good governance, and justice. We urge you to intensify pressure on the Ethiopian government to respect fundamental human rights norms even as it purses critical security objectives. We expect that you will keep us appraised of new information regarding the Ethiopian military's operations and conduct in the Ogaden and how the United States is responding. -Vice President Joe Biden along with other Senators.   ""Ethiopia is using Aid as a Weapon of Oppression.""-BBC"	5000	1934	3066	https://petitions.whitehouse.gov/petition/please-hold-ethiopia-accountable-using-americas-aid-money-weapon-war-and-stop-genocide	30	Closed	1316720966	27	64	313	186	134	129	98	62	57	60	81	39	38	68	33	24	38	43	37	18	18	20	30	36	37	27	26	34	74	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1934
146	4e7b8ca62ee8d03b39000006	petition	Immediately disclose the government's knowledge of and communications with extraterrestrial beings	This Petition calls for the President to disclose to the American people the long withheld knowledge of government interactions with extraterrestrial beings and call for open Congressional hearings to allow the people to become aware of this subject through those whose voices have been silenced by unconstitutional secrecy oaths.  	5000	5390	0	https://petitions.whitehouse.gov/petition/immediately-disclose-governments-knowledge-and-communications-extraterrestrial-beings	30	Reviewed	1316720035	149	966	1178	586	297	248	160	130	101	77	88	87	102	97	95	64	58	76	85	52	46	32	46	38	37	60	84	47	44	32	19	21	15	16	40	6	11	20	18	18	22	11	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5390
151	4e7b8e4111fb9ca257000001	petition	Reform the coinage system.	"We believe that it would be in our economy's best interest to form a new coinage standard. This standard would consist of three coins. a ten-cent coin, a fifty-cent coin, and a one dollar coin. This standard would open up new efficiencies in both everyday economic life, and in government spending.  According to the US Mint, in 2010 a single one-cent coin cost 1.79 cents to produce and distribute. Minting 3,487 million pennies in 2010 cost the US taxpayer $27.5 million in order to subsidize the existence of the penny.  There is a similar situation with nickels. A single five-cent coin cost 9.16 cents to produce and distribute in 2010.  We waste valuable time handling coins that aren't worth much. Getting rid of these coins could save us up to $1 billion annually in lost opportunity costs."	5000	6149	0	https://petitions.whitehouse.gov/petition/reform-coinage-system	30	Reviewed	1316724310	4	260	2162	430	259	472	130	100	90	61	43	50	37	38	22	23	16	18	19	91	69	40	13	12	18	106	69	30	47	344	95	19	10	11	28	0	21	41	37	58	43	17	25	15	4	8	45	46	28	10	8	15	11	5	10	19	18	22	11	4	1	5757
156	4e7b94f111fb9ca85700000a	petition	Authorize and issue a Cold War Service Medal for all who served in the military during the Cold War.	"We feel a Cold War Service Medal should be issued to all who served in the military during the Cold War.  The American Cold War Veterans have long fought for recognition, respect; and equal treatment for all veterans. We have had past support in Congress, but have yet to see it come to fruition.   Many lives were lost during this struggle to contain Communism and keep the world free, on missions that still remain secret.   Brave and dedicated men and women who served with honor and distinction, have yet to be recognized.   Let our country now say Thank You Veterans. 2011 is the 20th anniversary of the end of the Cold War, it is time to issue a Cold War Medal.  President Obama, at least twice, said that a Cold War Victory Medal  should be issued. Please use an Executive Order if necessary."	5000	878	4122	https://petitions.whitehouse.gov/petition/authorize-and-issue-cold-war-service-medal-all-who-served-military-during-cold-war	30	Closed	1316727779	53	75	144	115	104	71	35	27	48	20	18	13	14	13	12	15	10	10	10	3	10	8	4	3	4	11	6	7	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	878
161	4e7b95e24bd504ee5f000004	petition	Repeal the Defense of Marriage Act.	"The Defense of Marriage Act bypasses the Constitution in making it so states do not need to recognize other state's marriages if those marriages are not between a man and a woman. This results in confusing legal issues when a gay couple moves from one state to another, as well as creating a definition of marriage that is bigoted against homosexual couples."	5000	14196	0	https://petitions.whitehouse.gov/petition/repeal-defense-marriage-act-0	30	Reviewed	1316722370	147	5877	1751	795	707	635	415	292	216	147	161	177	184	144	105	62	49	174	87	71	86	79	38	36	50	143	181	226	209	166	51	43	43	85	216	41	100	121	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14196
166	4e7b96024bd504e25f000001	petition	"protect consumers, create jobs and generate revenue by licensing and regulating online poker."	"Appropriate regulation of online poker will put the U.S. in charge of safeguarding responsible adult players, prevent underage participation and protect those with excessive gaming habits. The current, unregulated U.S. marketplace does not guarantee a single consumer protection.    U.S. regulation of this global industry will also mean the creation of American jobs and billions in new revenue without raising taxes.  Licensed U.S.-based horse race wagering sites have proven that online betting sites can be successfully regulated. It is time to allow online poker the same opportunity. "	5000	9849	0	https://petitions.whitehouse.gov/petition/protect-consumers-create-jobs-and-generate-revenue-licensing-and-regulating-online-poker	30	Reviewed	1316722512	2614	1330	675	538	951	712	327	213	174	84	107	169	72	60	40	19	21	40	56	143	63	32	19	13	11	39	35	30	26	29	11	15	8	15	29	6	17	22	17	20	37	5	9	8	6	8	26	17	8	5	1	3	1	4	11	7	9	8	5	7	1	8987
171	4e7b99054bd504ee5f000009	petition	"Edit the Pledge of Allegiance to remove the phrase ""Under God""."	"The Pledge of Allegiance is said every day in schools across America. It is a government sanctioned speech, and should remain neutral in matters of religion. In its current state, it supports the existence of God, which goes against several religions, and supports others. This bias should not be supported by the country according to the Establishment Clause of the First Amendment to the United States Constitution. "	5000	20447	0	https://petitions.whitehouse.gov/petition/edit-pledge-allegiance-remove-phrase-under-god	30	Reviewed	1316723197	7649	3441	1551	847	703	523	356	306	299	159	162	202	239	290	139	90	79	510	128	85	88	74	45	43	69	148	540	516	445	270	76	76	46	85	139	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20447
176	4e7b9cbaec309ec675000035	petition	US Citizenship for Amerasians from The Philippines and Japan	"President Barack Obama US Congress  ‰ÛÏGreetings,  There are more than 52,000 Amerasian children in The Philippines and Japan; these are children of American fathers.   Despite being born to American fathers, these children can‰Ûªt come to America and reunite with them, because of Public Law 97-359; Amerasians from these countries cannot take advantage of Public Law 97-359 or other existing provisions of law.   These children have American blood, they should be American citizens. I urge you to pass legislation to grant US citizenship to America‰Ûªs forgotten children from Japan and The Philippines.  This legislation would grant US citizenship to children born out of wedlock to American citizen fathers (mostly military men) with foreign women overseas.  "	5000	458	4542	https://petitions.whitehouse.gov/petition/us-citizenship-amerasians-philippines-and-japan	30	Closed	1316724205	29	5	11	19	6	2	6	1	6	1	1	1	2	1	3	2	0	0	1	0	0	0	0	1	2	83	92	73	74	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	458
181	4e7b9dd98d8c371865000006	petition	Re-establish and maintain the separation between investment banks and commercial banks.	"The Glass‰ÛÒSteagall Act kept our country depression free for over 70 years. By maintaining a separation between investment and banking, it allowed banks to effectively serve their clients needs, instead of their own.   It was not until 1999, and the creation of the Gramm‰ÛÒLeach‰ÛÒBliley Act, that the separation was broken. Within those 12 years, our country has experienced a dot-com bubble and a large financial crisis. Both of these situations where created by commercial banks investing their large quantities of consumer money into speculations. I urge you, President Barack Obama, to bring back sound investment to the United States by re-instating a separation between investment banks and banking. "	5000	24547	0	https://petitions.whitehouse.gov/petition/re-establish-and-maintain-separation-between-investment-banks-and-commercial-banks	30	Reviewed	1316724857	2	41	5	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	57	9258	4103	549	198	268	185	471	1036	148	243	332	272	420	257	108	130	72	66	135	273	122	63	51	27	26	30	48	92	163	67	119	67	66	1	19576
186	4e7ba04c8d8c37f764000004	petition	"Support H.R. 822, the National Right-to-Carry Reciprocity Act of 2011."	"To amend title 18, United States Code, to provide a national standard in   accordance with which nonresidents of a State may carry concealed firearms in  the other states  The overwhelming majority of individuals who exercise the right to carry firearms in their own States and other States have proven to be law-abiding, and such carrying has been demonstrated to provide crime prevention or crime resistance benefits for the licensees and for others.The Congress finds that preventing the lawful carrying of firearms by individuals who are traveling outside their home State interferes with the constitutional right of interstate travel, and harms interstate commerce.Among the purposes of this Act is the protection of the rights, privileges, and immunities guaranteed to a citizen of the U.S.A."	5000	3475	1525	https://petitions.whitehouse.gov/petition/support-hr-822-national-right-carry-reciprocity-act-2011	30	Closed	1316725472	2	1	23	247	569	476	300	158	197	93	109	102	67	97	54	59	48	47	30	93	94	64	44	93	79	67	58	41	85	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3475
191	4e7ba3744bd504e25f00001d	petition	review the cases of a select few warriors and give them clemency immediately! Change our ROE!	"We, the American people, want justice and fairness for our military who put their lives on the line for our freedom and for the safety of our Nation. Cases that need to be further reviewed and men who deserve their freedom for doing their jobs are:  Corey Clagett Michael Behenna Michael Leahy Evan Vela-Carnahan David Lawrence Derrick Miller John Hatley William Hunsaker Joseph Mayo Michael Williams Jesse Spielman Frank Wuterich Lawrence Hutchins **Cases currently ongoing** Michael Wagnon, Andrew Holmes, Adam Winfield, Calvin Gibbs. Political correctiness does not belong on the battlefield and our Rules of Engagement (ROE) are forcing our men and women to fight in a war with their hands tied behind their backs. Let them fight or bring them home! Change our ROE and release our warriors! "	5000	353	4647	https://petitions.whitehouse.gov/petition/review-cases-select-few-warriors-and-give-them-clemency-immediately-change-our-roe	30	Closed	1316726348	107	23	8	5	2	40	21	6	39	21	12	5	7	6	4	6	2	2	6	2	5	8	1	0	0	6	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	353
196	4e7ba81b4bd5049076000001	petition	not veto Palestine's application to become a member of the United Nations.	"This month Palestine will apply to become a UN member. We call upon you not to veto this application in the Security Council.   For decades Palestinians have been prevented from exercising their rights to freedom & self-determination on even a portion of their historic homeland due to Israel‰Ûªs policies of ethnic cleansing, apartheid, military occupation & colonization.   Palestinians are seeking UN membership as a way toward establishing a just & lasting peace that must include ending Israel‰Ûªs occupation of the West Bank, East Jerusalem & the Gaza Strip; equality for Palestinian citizens of Israel; & implementation of Palestinian refugees' right of return.  Palestinians have waited 63 years for their human rights-Don't set a timetable for their freedom by vetoing their UN  membership bid."	5000	12077	0	https://petitions.whitehouse.gov/petition/not-veto-palestines-application-become-member-united-nations	30	Reviewed	1316728252	1401	1716	727	373	252	232	141	107	71	52	33	48	77	64	32	13	19	34	24	15	7	11	11	5	13	21	14	17	28	18	7	10	8	8	18	1	8	11	25	46	32	17	25	10	9	7	22	16	4	3	0	2	5	2	5	12	2	7	6	4	1	5908
201	4e7ba91fcf436a0971000001	petition	Support for the development of the biofuel called butanol which can be used as a direct replacement for gasoline.	"Butanol biofuel can be made from cellulosic agricultural waste products such as corn stalks and cobs, wheat stems, wood chips, and waste paper that don't compete with food products, and don't displace land used for cultivation of food products.  Approximately 1.3 billion tons of such cellulosic materials, which could be used to produce butanol, are thrown out each year in the US.  bio-butanol can be used as a direct substitute for unleaded gasoline in US cars, and carbon dioxide and smog emissions are dramatically lower than those produced by burning gasoline or gasoline blended with ethanol.  Ethanol as a biofuel is less desirable because its energy content is 25% less than unleaded gasoline, and it is corrosive to engines because it absorbs water.  Butanol is a gasoline substitute."	5000	1089	3911	https://petitions.whitehouse.gov/petition/support-development-biofuel-called-butanol-which-can-be-used-direct-replacement-gasoline	30	Closed	1316730176	9	40	25	25	4	13	9	2	0	3	3	5	1	0	1	0	1	0	0	0	0	0	1	0	0	3	135	491	207	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1089
206	4e7bb92aec309e7508000000	petition	allow the states to set their own minimum drinking ages.	"The National Minimum Drinking Age Act of 1984 made it so that a state with a minimum drinking age below 21 would be subjected to a ten percent decrease in its annual federal highway apportionment, effectively setting the national drinking age to 21 years old.  Upon turning 18, United States citizens gain the ability to enter contracts, marry, vote, gamble, and even join the military, but are unable to legally purchase alcohol. Setting the drinking age to 21 does not prevented 18-20 year olds from drinking, but rather drives their alcohol use underground, making it more dangerous.  Please repeal The National Minimum Drinking Age Act of 1984, and allow the states to decide on their own drinking ages."	5000	918	4082	https://petitions.whitehouse.gov/petition/allow-states-set-their-own-minimum-drinking-ages	30	Closed	1316732044	47	10	10	1	3	6	2	3	0	30	23	3	1	0	3	0	2	75	113	87	68	54	19	19	32	56	68	86	61	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	918
211	4e7bbd7bcf436a6e0600000b	petition	Try Casey Anthony in Federal Court for Lying to the FBI Investigators	"If any case in our lifetime cries out for prosecution by the Federal Government it is this one. It is imperative to restore our faith in the justice system and our government as a whole.  The federal interest in this case is that a conviction will ensure the safety of the children of our nation. It will show people that seek to harm children that you cannot murder a child, remain quiet and lie to government officials and suffer no consequences.  Show us the Federal Government is serious about enforcing laws designed to more adequately and sufficiently protect our country's children. Povide proof that the Eric Holder's statement was true when he stated  ‰ÛÏWe are signaling that, when it comes to keeping our children from harm, a new era of collaboration has begun""  Sincerely, We The People"	5000	5209	0	https://petitions.whitehouse.gov/petition/try-casey-anthony-federal-court-lying-fbi-investigators	30	Reviewed	1316733233	931	1060	374	241	192	126	78	84	83	65	91	128	121	103	80	100	114	125	196	120	136	87	91	82	94	138	25	28	16	17	5	3	6	11	12	3	4	10	14	9	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5209
216	4e7bbdb52ee8d04e08000004	petition	"Remove ""In God We Trust"" from currency."	"The currency of the United States currently contains the phrase ""In God We Trust"" on it. This was added in the 1950's, and is unconstitutional. It supports one religion over another, and should be removed from all currency. It violates the Establishment Clause of the First Amendment to the United States Constitution. This phrase should be removed from created currency."	5000	12288	0	https://petitions.whitehouse.gov/petition/remove-god-we-trust-currency	30	Reviewed	1316732557	5328	2324	859	475	393	293	209	178	172	105	96	135	132	88	70	47	52	319	55	43	31	28	23	18	35	56	68	126	186	95	37	46	30	59	64	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12288
221	4e7bbf6911fb9c9c0c00000b	petition	Restore democracy by ending corporate personhood.	"Citizens United dramatically altered the political dynamic of our country. Never before have corporations had so much sway over our country's politics, and as a result our nation looks less and less like a democracy every day. By calling corporations ""people"" and deeming money to be ""free speech,"" we are allowing the richest Americans to influence politics in a way that the vast majority of us can never dream of. By ending corporate personhood we can restore our country's democratic vision and create an America that answers to people rather than to money.  Stop the top 1% of Americans from drowning out the voices of the 99%. End corporate personhood and stop giving an unfair advantage to the wealthy few before it's too late."	5000	26133	0	https://petitions.whitehouse.gov/petition/restore-democracy-ending-corporate-personhood	30	Reviewed	1316733148	3366	3584	1406	770	752	599	374	285	227	168	176	212	207	132	127	57	75	180	107	127	108	90	148	58	119	197	223	359	302	154	55	66	57	160	324	57	184	224	217	363	199	86	132	51	60	186	247	134	65	46	32	34	36	61	137	122	73	123	78	101	1	18399
226	4e7bc394b256366a14000001	petition	Legal Employment-based Immigration Petitioners Help U.S. Companies and Should NOT be Heavily Backlogged for Years	"Legal employment-based immigration petitioners are defined as not being competing with American citizens for job opportunities by a very strict USCIS process including the prevailing wage test, the 2-month recruiting test, etc.  They fill in positions that either American citizens choose not to fill or there're not sufficient American citizens to fill up these positions.  Without EB immigrants, these jobs could have been permanently outsourced overseas, together with those closely-related jobs.    It's a paradox that they de facto make many jobs stay inside U.S.  Moreover, they possess the experience and skills that help U.S. companies to be globally competitive.    They should NOT be heavily backlogged for abiding by U.S. laws, while sympathy is given only to undocumented immigrants."	5000	6012	0	https://petitions.whitehouse.gov/petition/legal-employment-based-immigration-petitioners-help-us-companies-and-should-not-be-heavily	30	Reviewed	1316780850	664	506	255	487	411	399	271	159	43	40	68	57	33	50	11	17	34	43	63	91	53	73	37	59	92	188	83	93	413	425	97	108	31	20	7	6	6	10	6	12	4	4	5	2	2	1	8	4	3	1	2	1	2	4	2	0	0	5	2	3	2	5576
231	4e7bd8264bd5040a0f000030	petition	Repeal the Patient Protection and Affordable Care Act and pass a law that can really improve care and reduce the deficit	"This is a petition to repeal the Patient Protection and Affordable Care Act, and prompt congress to pass (and the President to sign) a truly bipartisan health care reform law that can actually achieve the goals of improved healthcare, lower cost, and reduced deficits."	5000	1556	3444	https://petitions.whitehouse.gov/petition/repeal-patient-protection-and-affordable-care-act-and-pass-law-can-really-improve-care-and	30	Closed	1316739235	3	0	1	687	327	161	80	28	33	34	35	20	22	23	11	6	10	13	5	12	9	2	3	1	3	6	5	5	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1556
236	4e7bd9eacf436a9806000042	petition	"Abolish the TSA, and use its monstrous budget to fund more sophisticated, less intrusive counter-terrorism intelligence."	"The Transportation Security Administration has been one of the largest, most expensive and most visible blunders of the post-9-11 homeland security reformation. It has violated countless constitutional rights of average Americans, caused miserable and expensive delays in an already-overburdened air travel system, and allowed multiple known instances of harassment, theft, extortion and sexual abuse by its employees. It has failed approximately 70% of undercover efficacy tests, and for all its excesses, has been unable to catch even a single terrorist since its creation. In our current economic situation, we can no longer afford to continue wasting taxpayer dollars on this kafkaesque embarrassment. Let us instead invest in saner, more effective solutions."	5000	32824	0	https://petitions.whitehouse.gov/petition/abolish-tsa-and-use-its-monstrous-budget-fund-more-sophisticated-less-intrusive-counter	30	Reviewed	1316740291	12777	6812	1728	1143	930	646	440	313	248	204	247	280	249	151	111	76	97	242	98	107	72	71	52	38	89	215	269	495	480	198	73	69	41	122	131	32	175	143	205	357	167	63	105	47	42	198	226	84	47	34	23	48	43	47	157	164	127	150	43	83	1	32124
241	4e7bf4222ee8d00d40000016	petition	Allow Seriously Backlogged EB2/EB3 Beneficiaries with Their I-140 Approved to File I-485 and Apply for EAD & AP	"Employment-based (EB) immigration visa quotas are distributed by countries regardless of the size of each country. As a result, EB2/EB3 Chinese and Indian petitioners are woefully backlogged.  They spend their best years using their experience & skills to help U.S. companies become more competitive globally. Without them, many jobs plus related jobs could have been permanently outsourced overseas.  With I-140 approved, had they been born in another country, they'd receive the greencard in a few months. Even a visa is not immediately available, they should still be eligible to apply for EAD & Advance Parole (AP), and to file I-485.  No law prohibits USCIS from accepting I-485 petition by a beneficiary with I-140 approved, though the petition will be pending until a visa number is available."	5000	8560	0	https://petitions.whitehouse.gov/petition/allow-seriously-backlogged-eb2eb3-beneficiaries-their-i-140-approved-file-i-485-and-apply	30	Reviewed	1316780731	661	551	290	932	1581	1461	693	293	103	73	164	90	78	59	23	22	40	46	77	69	42	59	32	50	76	155	60	72	193	168	82	85	26	17	5	3	8	7	10	6	4	3	5	4	2	2	8	2	3	2	0	0	0	5	1	3	0	4	0	1	1	8511
246	4e7bf7118d8c37414000001d	petition	End the Patriot Act	"Repeal the detrimental law known as the ""Patriot Act"" immediately.  It does not protect us, and it infringes upon our civil rights.  If we exchange our freedoms for safety, are we really beating the terrorists?"	5000	10254	0	https://petitions.whitehouse.gov/petition/end-patriot-act	30	Reviewed	1316747271	3150	2294	441	260	237	167	136	117	82	54	44	71	59	39	37	20	31	53	31	34	26	25	25	14	25	43	31	60	79	40	8	16	15	37	41	11	41	38	68	65	40	23	23	9	8	34	40	21	13	10	4	12	6	6	25	23	16	30	10	28	1	8446
251	4e7bfdb6b25636d625000042	petition	Remove tax exemption from churches and allow them to apply like a non-profit organization	"Currently, churches usually receive tax exemptions based of off their specific religion and sect. If a specific sect is not already recognized, they are able to apply to become a recognized religion. This process gives the government the authority to determine which religions should and should not be recognized as 'true' religions in our country, a clear violation of the first amendment."	5000	12643	0	https://petitions.whitehouse.gov/petition/remove-tax-exemption-churches-and-allow-them-apply-non-profit-organization	30	Reviewed	1316749276	3790	2342	676	457	409	298	205	163	120	101	87	120	93	74	75	35	61	130	58	64	41	33	21	18	77	83	93	151	151	73	55	45	58	88	73	35	139	74	144	173	84	42	61	28	21	94	133	46	21	20	7	17	15	21	58	63	45	74	29	38	1	11900
256	4e7c05d48d8c37ff59000009	petition	"Demand an Amendment to the U.S. Constitution to End Marijuana, Marihuana, Cannabis and Hemp Prohibition."	"We the People of the United States of America  Demand an Amendment to the United States Constitution to End Prohibition of Marijuana, Marihuana, Hemp and Cannabis because we have a Right to Equal Protection Under the Law to NOT be prosecuted and punished for for growing, harvesting, farming, using, smoking, selling, manufacturing, brewing and bottling substances and products which are equally as dangerous or LESS dangerous than other legal products and substances such as alcoholic beverages and tobacco products, as used and sold to adults age 21 and over.  The government has entrapped Americans by concealing criminal penalties under Title 21 USC rather than listing them under Title 18 Crimes.  Also, the government spells marijuana and marihuana two ways in the law to conceal penalties."	5000	6243	0	https://petitions.whitehouse.gov/petition/demand-amendment-us-constitution-end-marijuana-marihuana-cannabis-and-hemp-prohibition	30	Reviewed	1316751309	19	5	3	0	2	1	3	0	6	6	2	20	4	1	1	1	3	4	21	29	228	499	245	228	696	580	537	986	607	383	150	210	107	327	278	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6243
261	4e7c0ab811fb9cf050000038	petition	Recognize the men and women who are occupying wall street	"Mr.Obama, this is a petition for you to publicly recognize, whether in a live speech, or in one of your weekly youtube addresses, the #occupywallstreet movement that is currently taking place in NYC.  These men and women are trying to send a message to their fellow Americans and to the world- the big banks and the super-rich, who is ""buying out congress"", are the primary drivers of the ongoing recession.  Unfortunately, they are largely being ignored by the media in the United States due to the ""small size"" of the protests. Note that ""small size"" has not deterred Fox, CNN and other US news channels/newspapers from covering, and even putting on the front page, Tea Party and other far right protests, some of which have had as little as 100 people (#occupywallst varies from 500-3000)"	5000	12635	0	https://petitions.whitehouse.gov/petition/recognize-men-and-women-who-are-occupying-wall-street	30	Reviewed	1316752824	73	2957	2753	794	649	417	293	222	196	160	157	142	151	141	89	48	89	109	78	57	57	73	44	32	95	86	89	137	160	79	23	34	29	67	83	38	155	86	150	139	53	54	52	32	34	86	84	37	21	16	11	16	15	21	62	52	38	70	37	32	1	12054
266	4e7c1ca911fb9cce4100005d	petition	Direct the Patent Office to Cease Issuing Software Patents	"The patent office's original interpretation of software as language and therefor patentable is much closer to reality and more productive for innovation than it's current practice of issuing software patents with no understanding of the patents being issued.   Under the patent office's current activity, patents have been come a way to stifle innovation and prevent competition rather than supporting innovation and competitive markets.  They've become a tool of antitrust employed by large companies against small ones.   To return sanity to the software industry - one of the few industries still going strong in America - direct the patent office to cease issuing software patents and to void all previously issued software patents."	5000	14949	0	https://petitions.whitehouse.gov/petition/direct-patent-office-cease-issuing-software-patents	30	Reviewed	1316756895	5916	3643	1099	775	537	330	292	229	173	120	106	126	80	48	37	20	60	76	54	32	28	35	15	50	65	81	60	114	149	62	14	21	19	139	36	22	81	62	130	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14949
271	4e7c8d4b11fb9c9a7b000006	petition	"INTERVENE TO CONSIDER  22,000 WOULD-BE IMMIGRANT WHO WERE NOTIFIED BY DOS THAT THEY'VE WON 2012 DV LOTTERY IN MAY"	"THE DEPARTMENT OF STATE CONSULAR AFFAIRS MISTAKENLY NOTIFIED ABOUT 22,000 ENTRANTS OF THE 2012 DIVERSITY IMMIGRATION PROGRAM THAT THEY HAVE WON THE USA DV LOTTERY IN 1ST MAY, 2012 WHICH WAS LATER VOIDED BY DOS ON 13TH MAY, 2012. THE WINNING NOTIFICATION WAS VOIDED AFTER THE DOS DETECTED  SOFTWARE GLITCH BUT WE ALL KNOW  HOW DIFFICULT IT IS TO BE SELECTED AS A WINNER IN THE DIVERSITY IMMIGRATION PROGRAM OUT OF ABOUT 19 MILLION ENTRANTS WORLDWIDE AND  THE KIND OF  EXCITEMENT YOU EXPERIENCE AS A WINNER.   THE VOIDING OF THE RESULTS HAS REALLY AFFECTED SOME OF US WHO WERE MISTAKENLY NOTIFIED  BY THE DEPARTMENT OF STATE SINCE WE THOUGHT OUR DREAMS OF MAKING IT TO USA AS IMMIGRANT WAS COMING TO PASS, I AM APPEALING TO MR PRESIDENT TO COME TO OUR AID TO RESTORE THE HOPES OF THE WOULD BE IMMIGRANT"	5000	379	4621	https://petitions.whitehouse.gov/petition/intervene-consider-22000-would-be-immigrant-who-were-notified-dos-theyve-won-2012-dv	30	Closed	1316786725	54	71	62	50	34	23	16	10	12	5	5	5	5	2	1	1	4	1	2	2	1	2	0	0	3	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	379
276	4e7c8dd08d8c37b77c00005a	petition	Reallocate Defense funds to NASA.	"Billions and Billions of dollars are thrown at the Military while NASA's budget continues to shrink causing them to cut programs which may actually benefit society unlike the wars we are currently involved in. America needs to wind down these wars and reallocate all that money into our space program and make it the inspiration that it was when Americans first landed on the Moon over 40 years ago. America and Humanity require a permanent presence in Space and no amount of telescopes or rovers are going to meet that requirement. Manned Missions are the only answer but NASA does not the have funds to make this vision a reality. Our President needs to see that investment in space is an investment in Americans, Jobs and the Future of Humanity. "	5000	11408	0	https://petitions.whitehouse.gov/petition/reallocate-defense-funds-nasa	30	Reviewed	1316785699	4612	1772	657	449	404	237	157	142	74	88	74	102	77	52	39	23	61	67	30	45	30	27	14	19	52	69	66	151	110	39	16	28	13	60	43	32	82	56	118	131	41	48	47	25	29	116	100	28	24	12	11	10	20	11	63	38	49	28	22	39	1	11079
